"configuration","problem","model","data_file","status","time","objective","baseMem","flatBoolConstraints","boolVariables","flatIntConstraints","trailMem","userDecisions","variables","eliminatedImplications","peakMem","solveTime","run","flatBoolVars","flatTime","evaluatedReifiedConstraints","method","peakDepth","propagations","failures","intVariables","blockType","flatIntVars","evaluatedHalfReifiedConstraints","nSolutions","restarts","objectiveBound","paths","propagators","oracleDecisions","unifiedVariables","extractedViews","intVars","randomSeed","solutions","initTime","backjumps","nogoods","nodes"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","3.490349067375064","","","2754","","9555","","24728","","34","","2.707951","results_rect","8636","0.362137","5916","satisfy","18","903524","24672","79","complete","3383","68","1","0","","0","329","0","0","9214","","","","0.093684","","",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","1.5702239545062184","","","4610","","15812","","2444","","40","","0.488277","results_rect","14580","0.561836","9440","satisfy","5180","561842","3784","97","complete","5283","840","1","27","","0","1179","12082","0","14620","","","","0.151842","","",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","23.242233618162572","","","4662","","15769","","141978","","42","","22.103939","results_rect","14532","0.571304","9912","satisfy","22","5460576","141714","99","complete","5523","84","1","0","","0","427","0","0","15330","","","","0.149471","","",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","UNKNOWN","1200.5137481559068","","","7344","","24610","","4706057","","48","","1198.866901","results_rect","22896","0.88685","15600","satisfy","16","156553386","4702347","121","complete","8575","96","0","0","","0","550","0","0","24048","","","","0.242598","","",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.7220979630947113","","","1965","","6903","","1197","","30","","0.110475","results_rect","6165","0.285892","4230","satisfy","1948","53206","1184","67","complete","2458","60","1","0","","0","276","1935","0","6615","","","","0.068612","","",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","1.5806369557976723","","","4662","","15769","","2444","","42","","0.519785","results_rect","14532","0.562516","9912","satisfy","4661","190634","3845","99","complete","5523","84","1","27","","0","427","11047","0","15330","","","","0.150993","","",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","7.6769823441281915","","","6049","","20305","","33471","","46","","6.291454","results_rect","18837","0.70529","12834","satisfy","82","1981438","39757","111","complete","7086","92","1","1291","","0","490","16170","0","19803","","","","0.190371","","",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.215314220637","","","162","","319","","","359","108","","1199.9","results_rect","216","0.095991","","satisfy","71","619870114","29940474","","","141","216","0","0","","0","483","","","","","","0","0.003702","","","59881111"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","SATISFIED","200.49023852776736","","","12151","","40352","","609030","","58","","198.025386","results_rect","38077","1.34632","24766","satisfy","2098","149975598","881946","147","complete","13406","1740","1","17165","","0","2321","461281","0","38019","","","","0.387698","","",""
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","UNKNOWN","1200.6914186403155","","","11312","","37440","","4496345","","56","","1198.382647","results_rect","35168","1.2472","23912","satisfy","18","177831798","4488042","145","complete","12975","112","0","0","","0","692","0","0","36736","","","","0.369978","","",""
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","1.620191059075296","","","4662","","15769","","2444","","42","","0.503708","results_rect","14532","0.589531","9912","satisfy","4661","193209","3899","99","complete","5523","84","1","27","","0","427","11104","0","15330","","","","0.149655","","",""
