"configuration","problem","model","data_file","status","time","nodes","evaluatedHalfReifiedConstraints","randomSeed","nSolutions","blockType","failures","intVars","peakDepth","variables","restarts","boolVariables","backjumps","oracleDecisions","nogoods","unifiedVariables","solveTime","flatBoolVars","propagators","flatBoolConstraints","flatTime","flatIntConstraints","baseMem","solutions","paths","flatIntVars","run","peakMem","propagations","objective","objectiveBound","extractedViews","userDecisions","initTime","trailMem","evaluatedReifiedConstraints","eliminatedImplications","intVariables","method"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.2398646268994","","224","","0","","","","","","","","","","","","","224","","168","0.094838","331","","","0","147","results_rect_new","","","","","","","","","","112","","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","ALL_SOLUTIONS","1.9001195263117552","","152","","1","","30243","","","","","314","","","","","1.67448","152","","114","0.092768","223","","","0","93","results_rect_new","","2213218","0","0","","","","","","76","","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.6320985797793","","108","","0","complete","3850797","","19","","0","","","0","","0","1198.564713","29781","626","9585","1.10634","31769","","","0","11022","results_rect_new","","143472574","","","31131","3859679","0.326833","","20250","54","135","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","UNKNOWN","1200.6244812039658","","100","","0","complete","3950405","","16","","0","","","0","","0","1198.761971","25175","578","8075","0.966145","27015","","","0","9408","results_rect_new","","132599380","","","26425","3955510","0.270275","","17150","50","127","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","UNKNOWN","1200.601514887996","","104","","0","complete","3904633","","19","","0","","","0","","0","1198.552917","28652","620","9204","1.13277","30636","","","0","10643","results_rect_new","","145117637","","","30004","3913478","0.311","","19500","52","133","satisfy"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.247301296331","","216","","0","","","","","","","","","","","","","216","","162","0.097659","319","","","0","141","results_rect_new","","","","","","","","","","108","","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.516984609887","","100","","0","complete","4382845","","16","","0","","","0","","0","1198.878349","23875","556","7675","0.860435","25593","","","0","8904","results_rect_new","","145015563","","","25025","4386448","0.257225","","16250","50","123","satisfy"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","3.9037089170888066","","72","","1","complete","24681","","19","","0","","","0","","0","3.062265","9162","335","2934","0.384245","10085","","","0","3561","results_rect_new","","906311","","","9738","24747","0.099537","","6264","36","81","satisfy"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp22_false.dzn","SATISFIED","52.29905220400542","391168","84","2142577676","1","","374587","131","22","16026","0","15893","16558","","374587","","51.825","1050","1961","378","0.133534","1088","0.0","","0","109","results_rect_new","0.0","170466648","","","","","0.031","0.04","924","42","","satisfy"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","UNKNOWN","1200.2041939347982","61462542","208","","0","","30731187","","71","351","0","","","","","","1199.9","208","467","156","0.096044","309","","0","0","139","results_rect_new","","634246783","","","","","0.004169","","","104","","satisfy"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","UNKNOWN","1200.9830751735717","","112","","0","complete","4003662","","18","","0","","","0","","0","1198.349668","35168","692","11312","1.26776","37440","","","0","12975","results_rect_new","","159781186","","","36736","4010182","0.381472","","23912","56","145","satisfy"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","UNKNOWN","1200.8108920827508","","112","","0","complete","3951499","","18","","0","","","0","","0","1198.355439","35168","692","11312","1.26145","37440","","","0","12975","results_rect_new","","157859238","","","36736","3958228","0.38009","","23912","56","145","satisfy"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.557451626286","","100","","0","complete","3904939","","16","","0","","","0","","0","1198.766382","25175","578","8075","0.961902","27015","","","0","9408","results_rect_new","","131729721","","","26425","3910137","0.272183","","17150","50","127","satisfy"
