"configuration","problem","model","data_file","status","time","nSolutions","flatIntVars","nodes","flatBoolVars","solutions","run","solveTime","randomSeed","baseMem","method","objective","intVars","flatIntConstraints","unifiedVariables","variables","boolVariables","nogoods","flatBoolConstraints","initTime","blockType","trailMem","oracleDecisions","propagations","userDecisions","intVariables","backjumps","evaluatedReifiedConstraints","propagators","paths","evaluatedHalfReifiedConstraints","optTime","peakMem","failures","flatTime","restarts","peakDepth","objectiveBound","extractedViews"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.4684440726414323","3","61","","","","results_filter","0.038754","","","minimize","15","","37","0","","","","","0.006012","complete","","375","11032","2648","45","","","33","0","","","","736","0.171961","17","57","","4"
"Huub_free_s+o","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","92.90554283186793","1","73","","","","results_filter","92.154443","","","minimize","32","","75","0","","","","","0.006926","complete","","498980","14052147","823680","49","","","67","0","","","","640639","0.182821","27127","92","","8"
"Huub_free_decomp","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.5770001728087664","1","25","","254","","results_filter","0.041078","","","minimize","18","","278","0","","","","127","0.007825","complete","","488","147842","1547","24","","","277","0","254","","","1608","0.184917","30","278","","1"
"chuffed","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.4140291167423129","1","28","49","80","","results_filter","0.003","-2109655496","0.0","minimize","6","27","93","","3424","3395","7","20","0.005","","0.0","","967","","","22","80","177","0","","0.003","0.0","7","0.175091","1","20","",""
"cp-sat","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.7261138362810016","1","48","","","","results_filter","0.008458","","","minimize","11","","26","","","70","","","","","","","290","","","","","","0","","","","25","0.207463","","","11",""
"Huub_free_decomp","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.8370692012831569","5","48","","508","","results_filter","0.025243","","","minimize","11","","532","0","","","","127","0.01116","complete","","2961","55307","1338","24","","","531","0","508","","","245","0.201627","0","631","","1"
"Huub_user_basic","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","44.49853902962059","1","73","","","","results_filter","43.525218","","","minimize","32","","75","0","","","","","0.007451","complete","","0","2291620","341529","49","","","67","0","","","","337027","0.225514","0","55","","8"
"Huub_vsids_basic","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.5528831919655204","1","69","","","","results_filter","0.010025","","","minimize","21","","57","0","","","","","0.006542","complete","","216","9074","0","35","","","49","0","","","","10","0.177982","0","109","","8"
"cp-sat","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","0.4748110957443714","1","33","","","","results_filter","0.008222","","","minimize","34","","37","","","28","","","","","","","206","","","","","","0","","","","1","0.170829","","","34",""
"Huub_free_basic","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","95.37763021420687","1","73","","","","results_filter","94.445115","","","minimize","32","","75","0","","","","","0.006928","complete","","607633","15344144","865695","65","","","67","0","","","","730500","0.219715","27955","123","","8"
"Huub_vsids_basic","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.6596141150221229","6","25","","","","results_filter","0.032511","","","minimize","18","","26","0","","","","","0.006655","complete","","958","12607","0","24","","","25","0","","","","430","0.186538","8","119","","1"
"Huub_user_decomp","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.42086322512477636","1","26","","80","","results_filter","0.004014","","","minimize","6","","92","0","","","","20","0.005632","complete","","91","728","43","18","","","89","0","80","","","13","0.171854","0","111","","3"
"Huub_vsids_basic","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.7238981574773788","1","49","","","","results_filter","0.017811","","","minimize","16","","37","0","","","","","0.005973","complete","","886","17230","0","45","","","33","0","","","","57","0.221751","2","123","","4"
"cp-sat","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.5351452995091677","4","49","","","","results_filter","0.093297","","","minimize","18","","37","","","178","","","","","","","136541","","","","","","0","","","","1894","0.167984","","","18",""
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","1.8376211309805512","1","43","","","","results_filter","1.063276","","","minimize","28","","57","0","","","","","0.006592","complete","","7055","151587","8066","35","","","49","0","","","","7517","0.174611","517","36","","8"
"Huub_vsids_m+o","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.4422979084774852","1","61","","","","results_filter","0.006524","","","minimize","11","","37","0","","","","","0.005672","complete","","126","3346","0","45","","","33","0","","","","0","0.168974","0","127","","4"
"Huub_vsids_s+o","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","258.4226068602875","1","73","","","","results_filter","257.803276","","","minimize","32","","75","0","","","","","0.006932","complete","","3868027","30747477","0","65","","","67","0","","","","2399028","0.204635","89779","168","","8"
"Huub_vsids_no_gen_bounds","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.8417300498113036","1","26","","","","results_filter","0.004894","","","minimize","6","","14","0","","","","","0.004523","complete","","116","1207","0","18","","","11","0","","","","4","0.190649","0","113","","3"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.45804900396615267","3","77","","","","results_filter","0.054383","","","minimize","18","","57","0","","","","","0.006075","complete","","0","3261","954","35","","","49","0","","","","123","0.16442","0","57","","8"
"Huub_user_basic","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","21.421195772476494","11","52","","","","results_filter","21.014068","","","minimize","19","","36","0","","","","","0.006094","complete","","0","6721052","1477291","34","","","35","0","","","","240105","0.167677","0","43","","1"
"gecode","","../filters/filter.mzn","../filters/dct_4_4.dzn","OPTIMAL_SOLUTION","0.5052640633657575","2","105","4267","","2","results_filter","0.035222","","","minimize","10","","75","","105","","","","0.000918","","","","30651","","","","","79","0","","","","2087","0.169461","0","96","",""
"Huub_free_m+o","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.4871587622910738","2","77","","","","results_filter","0.010903","","","minimize","17","","57","0","","","","","0.006001","complete","","0","752","170","69","","","49","0","","","","14","0.186787","0","67","","8"
"Huub_vsids_m+s","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.43516638223081827","1","48","","","","results_filter","0.006336","","","minimize","11","","26","0","","","","","0.005449","complete","","137","2620","0","24","","","25","0","","","","22","0.173045","0","113","","1"
"Huub_user_s+o","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.6703664287924767","3","49","","","","results_filter","0.062483","","","minimize","16","","37","0","","","","","0.005633","complete","","0","25340","4737","45","","","33","0","","","","1043","0.210433","0","42","","4"
"Huub_free_decomp","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.6913541601970792","2","69","","1288","","results_filter","0.011122","","","minimize","21","","1343","0","","","","336","0.020454","complete","","3056","16265","110","35","","","1335","0","1288","","","5","0.272241","0","1582","","8"
"Huub_free_m+s","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.46471981797367334","2","61","","","","results_filter","0.041159","","","minimize","15","","37","0","","","","","0.006011","complete","","277","11959","3211","45","","","33","0","","","","859","0.17163","5","52","","4"
"Huub_user_s+o","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.7309284918010235","2","61","","","","results_filter","0.121229","","","minimize","11","","37","0","","","","","0.005786","complete","","0","18579","7699","45","","","33","0","","","","4957","0.209349","0","47","","4"
"Huub_user_s+o","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.6427874006330967","2","77","","","","results_filter","0.011197","","","minimize","17","","57","0","","","","","0.006005","complete","","0","752","170","69","","","49","0","","","","14","0.190455","0","67","","8"
"Huub_user_s+o","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","1.057790626771748","1","26","","","","results_filter","0.003452","","","minimize","4","","14","0","","","","","0.004541","complete","","0","95","32","18","","","11","0","","","","7","0.244287","0","20","","3"
"cp-sat","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.7158428886905313","3","33","","","","results_filter","0.01229","","","minimize","15","","26","","","32","","","","","","","829","","","","","","0","","","","0","0.237358","","","15",""
"Huub_user_m+o","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.755751040764153","1","26","","","","results_filter","0.003534","","","minimize","4","","14","0","","","","","0.004339","complete","","0","95","32","18","","","11","0","","","","7","0.179928","0","20","","3"
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","8.653454488143325","6","35","","","","results_filter","8.170448","","","minimize","35","","36","0","","","","","0.00614","complete","","0","918770","111846","34","","","35","0","","","","111367","0.171256","0","34","","1"
"Huub_free_basic","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.2616306971759","1","57","","","","results_filter","1199.829369","","","minimize","34","","75","0","","","","","0.007139","complete","","2881527","66311540","3342749","49","","","67","0","","","","3620885","0.173764","117205","89","","8"
"Huub_vsids_s+o","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.5875869486480951","1","77","","","","results_filter","0.008693","","","minimize","17","","57","0","","","","","0.005923","complete","","157","4649","0","69","","","49","0","","","","0","0.177079","0","158","","8"
"cp-sat","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.5908290985971689","3","33","","","","results_filter","0.012342","","","minimize","15","","26","","","32","","","","","","","776","","","","","","0","","","","0","0.192346","","","15",""
"Huub_vsids_no_gen_bounds","","../filters/filter.mzn","../filters/dct_3_4.dzn","OPTIMAL_SOLUTION","127.93064938485622","4","105","","","","results_filter","127.500771","","","minimize","11","","75","0","","","","","0.007384","complete","","2242932","16906838","0","97","","","67","0","","","","1871132","0.172864","38712","160","","8"
"Huub_user_m+o","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","1.312478561885655","4","49","","","","results_filter","0.246282","","","minimize","18","","37","0","","","","","0.005806","complete","","0","121759","20049","29","","","33","0","","","","7439","0.2074","0","37","","4"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","132.39015851076692","6","35","","","","results_filter","131.944067","","","minimize","35","","36","0","","","","","0.006659","complete","","287024","4985046","305884","34","","","35","0","","","","439316","0.176036","14058","72","","1"
"Huub_vsids_s+o","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.4651920087635517","1","26","","","","results_filter","0.004169","","","minimize","6","","14","0","","","","","0.004534","complete","","116","1207","0","18","","","11","0","","","","4","0.184177","0","113","","3"
"gecode","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","9.071015219204128","3","33","3972395","","3","results_filter","8.50081","","","minimize","15","","26","","63","","","","0.0006","","","","22885407","","","","","29","0","","","","1986186","0.168856","0","31","",""
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","1.2764233499765396","4","49","","","","results_filter","0.255291","","","minimize","18","","37","0","","","","","0.006412","complete","","0","121759","20049","29","","","33","0","","","","7439","0.21861","0","37","","4"
"cp-sat","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.9981220094487071","1","48","","","","results_filter","0.029271","","","minimize","10","","26","","","58","","","","","","","155","","","","","","0","","","","16","0.220166","","","10",""
"Huub_vsids_s+o","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.478229159489274","1","69","","","","results_filter","0.012894","","","minimize","21","","57","0","","","","","0.005875","complete","","261","9662","0","35","","","49","0","","","","50","0.183587","0","112","","8"
"Huub_vsids_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.44503549207001925","1","69","","","","results_filter","0.012444","","","minimize","21","","57","0","","","","","0.00599","complete","","261","9612","0","35","","","49","0","","","","50","0.176065","0","112","","8"
"Huub_vsids_s+o","","../filters/filter.mzn","../filters/dct_1_1.dzn","OPTIMAL_SOLUTION","565.2212453084067","5","57","","","","results_filter","564.765533","","","minimize","34","","75","0","","","","","0.007067","complete","","4678998","31531267","0","49","","","67","0","","","","3465874","0.187628","94276","158","","8"
"Huub_user_decomp","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.8919553449377418","1","26","","80","","results_filter","0.003649","","","minimize","4","","92","0","","","","20","0.007623","complete","","91","607","32","18","","","89","0","80","","","7","0.17706","0","111","","3"
"Huub_user_s+o","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.4863746650516987","2","69","","","","results_filter","0.010375","","","minimize","21","","57","0","","","","","0.005872","complete","","0","864","109","35","","","49","0","","","","5","0.183918","0","54","","8"
"Huub_user_m+s","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","43.00434235017747","1","73","","","","results_filter","42.135958","","","minimize","32","","75","0","","","","","0.006882","complete","","0","2260729","338625","65","","","67","0","","","","334746","0.204613","0","60","","8"
"Huub_vsids_s+o","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","237.72249854542315","1","73","","","","results_filter","237.19313","","","minimize","32","","75","0","","","","","0.007109","complete","","3606236","28609917","0","49","","","67","0","","","","2207615","0.185029","88085","141","","8"
"Huub_user_m+s","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.9828158402815461","3","48","","","","results_filter","0.031036","","","minimize","10","","26","0","","","","","0.005137","complete","","0","5746","2299","32","","","25","0","","","","486","0.226512","0","39","","1"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.740545661188662","2","61","","","","results_filter","0.075844","","","minimize","15","","37","0","","","","","0.007345","complete","","436","12179","2759","45","","","33","0","","","","840","0.187605","15","68","","4"
"Huub_vsids_basic","","../filters/filter.mzn","../filters/dct_3_3.dzn","OPTIMAL_SOLUTION","164.13377025257796","5","105","","","","results_filter","163.500169","","","minimize","14","","75","0","","","","","0.007874","complete","","3621198","13131679","0","97","","","67","0","","","","2908986","0.215871","51081","223","","8"
"Huub_vsids_m+o","","../filters/filter.mzn","../filters/dct_1_1.dzn","OPTIMAL_SOLUTION","188.47371090576053","5","57","","","","results_filter","187.983724","","","minimize","34","","75","0","","","","","0.00791","complete","","2637861","16037793","0","49","","","67","0","","","","2046032","0.198411","51161","141","","8"
"Huub_user_decomp","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","1.1445800578221679","12","52","","754","","results_filter","0.264823","","","minimize","19","","788","0","","","","241","0.014597","complete","","1041","1114072","16831","34","","","787","0","754","","","5794","0.227859","0","130","","1"
"gecode","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.9405505927279592","1","48","75","","1","results_filter","0.004695","","","minimize","10","","26","","48","","","","0.000607","","","","441","","","","","30","0","","","","28","0.22082","0","53","",""
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.5346607258543372","1","51","","","","results_filter","0.10326","","","minimize","28","","57","0","","","","","0.005672","complete","","0","24744","2955","35","","","49","0","","","","2738","0.175199","0","40","","8"
"Huub_vsids_decomp","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.7305488958954811","10","77","","1344","","results_filter","0.050573","","","minimize","18","","1399","0","","","","336","0.021633","complete","","15656","171629","0","35","","","1391","0","1344","","","53","0.267376","1","1608","","8"
"chuffed","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.8235243558883667","2","64","3937","720","","results_filter","0.022","-1299935913","0.0","minimize","11","63","757","","8094","8029","523","180","0.015","","0.02","","165821","","","3320","720","1482","0","","0.022","0.0","523","0.260654","2","47","",""
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","3.3073451332747936","7","52","","","","results_filter","2.669134","","","minimize","18","","36","0","","","","","0.006191","complete","","0","606344","175169","51","","","35","0","","","","43435","0.358075","0","46","","1"
"Huub_free_decomp","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.8824701812118","1","57","","1216","","results_filter","1199.709655","","","minimize","34","","1289","0","","","","608","0.020634","complete","","2539802","1293709478","3572056","49","","","1281","0","1216","","","3270136","0.286152","126100","1325","","8"
"Huub_vsids_m+o","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.448964380659163","1","77","","","","results_filter","0.007755","","","minimize","18","","57","0","","","","","0.006295","complete","","112","4711","0","35","","","49","0","","","","5","0.171043","0","109","","8"
"Huub_vsids_no_gen_bounds","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","1.0054944744333625","1","52","","","","results_filter","0.009904","","","minimize","19","","36","0","","","","","0.006606","complete","","171","3713","0","34","","","35","0","","","","59","0.221099","0","99","","1"
"Huub_user_m+s","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.5632271887734532","3","77","","","","results_filter","0.023901","","","minimize","18","","57","0","","","","","0.006294","complete","","0","3055","903","35","","","49","0","","","","113","0.168887","0","57","","8"
"Huub_free_s+o","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.5241357963532209","3","61","","","","results_filter","0.041256","","","minimize","15","","37","0","","","","","0.00599","complete","","375","10905","2609","45","","","33","0","","","","729","0.187057","17","57","","4"
"Huub_free_m+s","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","91.7674840260297","1","73","","","","results_filter","90.913422","","","minimize","32","","75","0","","","","","0.006922","complete","","514911","15210530","902204","49","","","67","0","","","","668140","0.196635","28523","110","","8"
"Huub_user_m+s","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.4733896516263485","4","48","","","","results_filter","0.033567","","","minimize","11","","26","0","","","","","0.0057","complete","","0","6778","2436","24","","","25","0","","","","389","0.170962","0","39","","1"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.5187874101102","1","57","","","","results_filter","1199.776602","","","minimize","34","","75","0","","","","","0.009598","complete","","2157652","60740982","3110783","49","","","67","0","","","","2679128","0.223729","121118","104","","8"
"Huub_free_s+o","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.6257284944877028","3","33","","","","results_filter","0.024183","","","minimize","15","","26","0","","","","","0.005553","complete","","274","8301","824","32","","","25","0","","","","746","0.204083","40","33","","1"
"Huub_vsids_s+o","","../filters/filter.mzn","../filters/dct_2_3.dzn","OPTIMAL_SOLUTION","41.33540616184473","5","105","","","","results_filter","40.71137","","","minimize","16","","75","0","","","","","0.00772","complete","","833707","7563883","0","65","","","67","0","","","","601407","0.213398","18580","169","","8"
"chuffed","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.9649291587993503","4","52","3816","600","","results_filter","0.031","-1293527681","0.0","minimize","16","52","637","","7874","7820","496","180","0.014","","0.02","","277021","","","3175","600","1242","0","","0.03","0.0","496","0.210203","4","41","",""
"Huub_user_m+o","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1201.2635157965124","1","57","","","","results_filter","1199.780671","","","minimize","34","","75","0","","","","","0.007249","complete","","0","51895167","4936358","49","","","67","0","","","","4851118","0.229657","0","49","","8"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","1.0925392471253872","3","48","","","","results_filter","0.033935","","","minimize","10","","26","0","","","","","0.005167","complete","","0","5961","2541","32","","","25","0","","","","626","0.234315","0","39","","1"
"Huub_free_s+o","","../filters/filter.mzn","../filters/dct_4_4.dzn","OPTIMAL_SOLUTION","45.88884805236012","3","105","","","","results_filter","45.457353","","","minimize","10","","75","0","","","","","0.007744","complete","","479090","6751141","943418","97","","","67","0","","","","530856","0.180934","17163","209","","8"
"chuffed","","../filters/filter.mzn","../filters/dct_3_3.dzn","SATISFIED","1200.7727995850146","1","112","22843417","2424","","results_filter","1199.691","-1053952148","0.0","minimize","14","111","2503","","15662","15549","11778733","606","0.042","","0.05","","6023250634","","","11064572","2424","4936","0","","0.441","0.0","11778733","0.304782","1","83","",""
"cp-sat","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","0.777637436054647","1","73","","","","results_filter","0.033702","","","minimize","32","","75","","","64","","","","","","","675","","","","","","0","","","","5","0.175868","","","32",""
"Huub_vsids_s+o","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","0.47539329808205366","1","52","","","","results_filter","0.010053","","","minimize","19","","36","0","","","","","0.006017","complete","","171","3713","0","34","","","35","0","","","","59","0.178051","0","99","","1"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","1.134194541722536","1","26","","","","results_filter","0.00353","","","minimize","4","","14","0","","","","","0.004342","complete","","0","95","32","18","","","11","0","","","","7","0.237745","0","20","","3"
"Huub_user_m+o","","../filters/filter.mzn","../filters/ewf_2_1.dzn","OPTIMAL_SOLUTION","0.5237265862524509","2","69","","","","results_filter","0.010074","","","minimize","21","","57","0","","","","","0.006011","complete","","0","864","109","35","","","49","0","","","","5","0.183143","0","54","","8"
"Huub_vsids_no_gen_bounds","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","1.074759996496141","1","26","","","","results_filter","0.003784","","","minimize","4","","14","0","","","","","0.004297","complete","","111","1211","0","18","","","11","0","","","","0","0.232564","0","112","","3"
"Huub_free_basic","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.6693081390112638","3","61","","","","results_filter","0.050655","","","minimize","11","","37","0","","","","","0.005687","complete","","529","9709","2686","45","","","33","0","","","","1842","0.175584","43","49","","4"
"Huub_free_decomp","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.6070066662505269","2","61","","720","","results_filter","0.037877","","","minimize","11","","755","0","","","","180","0.013215","complete","","1737","133191","3558","45","","","751","0","720","","","1185","0.224291","0","916","","4"
"Huub_free_decomp","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.46064702421426773","1","26","","80","","results_filter","0.004838","","","minimize","6","","92","0","","","","20","0.005556","complete","","91","728","43","18","","","89","0","80","","","13","0.171811","0","111","","3"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","0.9270457504317164","1","33","","","","results_filter","0.4825","","","minimize","34","","37","0","","","","","0.005765","complete","","12214","193775","10411","29","","","33","0","","","","12902","0.177974","705","46","","4"
"cp-sat","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","0.7351223202422261","1","73","","","","results_filter","0.015384","","","minimize","32","","75","","","76","","","","","","","1042","","","","","","0","","","","13","0.178079","","","32",""
"gecode","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.8422974953427911","2","77","106","","2","results_filter","0.014785","","","minimize","17","","57","","77","","","","0.012703","","","","622","","","","","61","0","","","","16","0.193937","0","67","",""
"Huub_free_m+o","","../filters/filter.mzn","../filters/dct_3_4.dzn","OPTIMAL_SOLUTION","21.36579232942313","6","105","","","","results_filter","20.794765","","","minimize","11","","75","0","","","","","0.007898","complete","","248254","3548740","575122","97","","","67","0","","","","275179","0.200796","7095","218","","8"
"Huub_free_s+o","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","0.6931151011958718","6","52","","","","results_filter","0.044428","","","minimize","18","","36","0","","","","","0.005778","complete","","531","8998","1068","51","","","35","0","","","","283","0.218104","3","133","","1"
"cp-sat","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.5232818471267819","3","77","","","","results_filter","0.019095","","","minimize","18","","57","","","85","","","","","","","2520","","","","","","0","","","","17","0.173014","","","18",""
"Huub_vsids_m+o","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.5554092805832624","3","33","","","","results_filter","0.041897","","","minimize","15","","26","0","","","","","0.005665","complete","","2134","18509","0","32","","","25","0","","","","1548","0.169651","27","129","","1"
"Huub_free_decomp","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.7521676858887076","1","51","","728","","results_filter","0.21398","","","minimize","28","","783","0","","","","336","0.013866","complete","","4941","1468023","6381","35","","","775","0","728","","","5157","0.246623","340","786","","8"
"Huub_vsids_basic","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.5598229141905904","2","33","","","","results_filter","0.0393","","","minimize","15","","26","0","","","","","0.005986","complete","","2060","17133","0","32","","","25","0","","","","1587","0.176179","29","117","","1"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","43.093478810973465","1","73","","","","results_filter","42.230394","","","minimize","32","","75","0","","","","","0.00721","complete","","0","2260729","338625","65","","","67","0","","","","334746","0.197637","0","60","","8"
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.7502339696511626","3","48","","","","results_filter","0.033082","","","minimize","10","","26","0","","","","","0.005122","complete","","0","5961","2541","32","","","25","0","","","","626","0.220784","0","39","","1"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.6570563390851021","3","33","","","","results_filter","0.020435","","","minimize","15","","26","0","","","","","0.005513","complete","","0","6034","739","32","","","25","0","","","","621","0.210423","0","32","","1"
"Huub_vsids_no_gen_bounds","","../filters/filter.mzn","../filters/dct_4_4.dzn","OPTIMAL_SOLUTION","15.552808620035648","5","105","","","","results_filter","15.137402","","","minimize","10","","75","0","","","","","0.007779","complete","","354270","1857871","0","97","","","67","0","","","","307990","0.170592","3384","203","","8"
"Huub_free_m+o","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","89.0882438858971","1","73","","","","results_filter","88.526658","","","minimize","32","","75","0","","","","","0.007058","complete","","554142","15598062","878831","65","","","67","0","","","","657458","0.19791","30699","112","","8"
"Huub_user_s+o","","../filters/filter.mzn","../filters/dct_4_4.dzn","SATISFIED","1200.2650548918173","3","105","","","","results_filter","1199.824454","","","minimize","10","","75","0","","","","","0.007246","complete","","0","80982467","31082724","97","","","67","0","","","","7302913","0.169525","0","86","","8"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.640589821152389","3","61","","","","results_filter","0.028197","","","minimize","11","","37","0","","","","","0.005809","complete","","233","4211","1046","45","","","33","0","","","","641","0.209368","9","47","","4"
